User ID,Age,Gender,Location,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Total Expernditure
U09068,59,Other,Jaipur,Android,9.8,2.6,95.0,15,4.6,1038,Gaming,4573
U09076,56,Male,Chennai,Android,11.2,32.2,14.2,13,4.1,1626,Gaming,8494
U09078,52,Male,Ahmedabad,Android,10.5,47.6,209.7,42,0.6,134,Gaming,2935
U09079,47,Male,Pune,Android,4.2,38.8,254.6,194,4.1,928,Gaming,7594
U09088,17,Male,Kolkata,iOS,10.4,48.5,274.4,90,3.9,216,Gaming,5369
U09090,47,Female,Kolkata,iOS,11.0,33.6,207.7,61,4.8,1365,Gaming,2387
U09106,58,Female,Kolkata,Android,3.2,5.2,171.2,13,0.2,1744,Gaming,10323
U09114,59,Female,Pune,Android,11.8,43.3,137.3,172,0.6,1348,Gaming,7463
U09115,27,Female,Jaipur,iOS,10.8,29.8,195.1,165,1.4,1181,Gaming,2851
U09118,42,Female,Pune,iOS,11.7,7.3,226.7,184,4.4,1945,Gaming,2761
U09122,58,Female,Ahmedabad,iOS,6.6,49.3,295.1,181,2.1,1295,Gaming,4137
U09125,45,Other,Delhi,iOS,3.2,45.2,244.1,154,0.2,1500,Gaming,6131
U09126,30,Female,Mumbai,iOS,4.2,16.9,201.1,54,1.2,1321,Gaming,6729
U09134,48,Female,Lucknow,iOS,11.0,44.0,173.6,73,0.4,1074,Gaming,5393
U09141,29,Male,Mumbai,iOS,3.2,14.7,165.8,163,3.2,1016,Gaming,6718
U09142,18,Other,Chennai,Android,8.0,20.8,139.4,78,0.7,536,Gaming,1518
U09145,47,Female,Pune,Android,5.5,45.4,245.3,131,0.7,523,Gaming,2706
U09160,39,Other,Kolkata,iOS,6.3,11.9,260.6,200,3.7,1179,Gaming,3411
U09163,16,Male,Chennai,Android,6.8,5.9,160.2,61,1.3,787,Gaming,7103
U09170,42,Other,Pune,Android,11.0,8.3,194.3,175,2.2,1769,Gaming,2155
U09174,29,Female,Lucknow,Android,8.9,22.0,262.0,49,4.9,440,Gaming,5066
U09175,23,Other,Delhi,Android,8.8,15.7,24.7,187,4.5,1706,Gaming,4371
U09178,53,Female,Lucknow,Android,5.9,21.0,211.8,189,0.1,712,Gaming,9557
U09186,42,Female,Lucknow,Android,9.4,47.0,72.5,112,2.6,1193,Gaming,10232
U09188,25,Other,Jaipur,Android,11.0,33.7,85.7,150,3.9,275,Gaming,6108
U09204,17,Female,Kolkata,iOS,3.1,36.1,140.7,105,3.6,745,Gaming,8671
U09219,20,Male,Delhi,iOS,9.6,26.2,88.3,155,0.4,996,Gaming,3103
U09221,16,Other,Ahmedabad,Android,9.4,27.4,25.0,55,0.1,549,Gaming,3033
U09222,16,Male,Mumbai,iOS,4.2,16.3,104.8,133,4.7,1997,Gaming,10993
U09225,48,Other,Delhi,Android,6.2,46.1,46.8,92,0.1,214,Gaming,8995
U09228,56,Male,Chennai,Android,6.5,11.0,198.9,16,1.3,1019,Gaming,5493
U09230,35,Male,Lucknow,iOS,7.7,22.1,271.6,169,3.6,561,Gaming,10492
U09237,22,Female,Hyderabad,Android,8.7,42.5,61.0,66,0.9,976,Gaming,5649
U09240,39,Other,Kolkata,Android,4.8,28.5,108.9,41,1.0,489,Gaming,6416
U09242,20,Other,Ahmedabad,Android,8.3,35.5,124.8,140,1.3,1827,Gaming,3531
U09243,48,Other,Mumbai,iOS,8.6,24.4,185.7,133,0.1,1293,Gaming,1509
U09244,42,Other,Hyderabad,Android,8.4,35.1,11.5,197,3.2,1555,Gaming,3897
U09246,52,Other,Kolkata,iOS,11.1,46.5,190.0,134,4.0,639,Gaming,3747
U09248,21,Female,Kolkata,Android,7.9,20.9,134.6,108,0.2,1450,Gaming,8159
U09249,48,Female,Chennai,iOS,5.2,39.1,129.2,171,1.9,154,Gaming,8898
U09250,54,Other,Hyderabad,iOS,1.6,2.6,171.1,115,0.1,648,Gaming,3891
U09251,21,Other,Hyderabad,Android,6.3,7.9,201.7,12,1.7,1059,Gaming,9627
U09254,27,Female,Chennai,iOS,3.2,6.2,276.7,112,1.5,1733,Gaming,6178
U09255,35,Other,Ahmedabad,Android,9.6,18.2,139.4,189,1.1,1960,Gaming,4957
U09256,25,Male,Jaipur,iOS,4.8,11.6,195.3,153,0.3,973,Gaming,6374
U09259,20,Other,Chennai,Android,8.8,40.5,235.4,17,4.9,621,Gaming,8518
U09265,36,Other,Jaipur,iOS,4.4,13.4,35.3,168,4.1,283,Gaming,1203
U09267,46,Female,Hyderabad,Android,6.3,22.1,292.9,93,0.9,482,Gaming,7501
U09275,38,Female,Chennai,iOS,1.6,35.7,82.8,103,1.4,545,Gaming,2328
U09276,46,Female,Mumbai,Android,9.9,10.4,230.6,97,0.6,469,Gaming,5477
U09284,39,Female,Ahmedabad,iOS,9.6,44.3,200.3,62,2.0,1835,Gaming,11156
U09286,22,Female,Lucknow,Android,11.9,15.7,187.2,173,3.4,108,Gaming,2357
U09290,26,Other,Mumbai,iOS,4.2,28.8,189.9,151,2.8,431,Gaming,6179
U09295,56,Other,Pune,iOS,9.5,15.8,129.3,174,1.2,1944,Gaming,4132
U09299,44,Other,Ahmedabad,Android,9.4,35.2,74.0,134,4.8,808,Gaming,4446
U09301,44,Male,Delhi,Android,8.3,49.9,221.0,134,3.7,1652,Gaming,1809
U09303,35,Female,Bangalore,iOS,11.7,45.5,298.4,71,2.8,316,Gaming,1616
U09306,21,Male,Mumbai,iOS,2.4,22.5,95.4,191,4.7,1465,Gaming,7248
U09311,33,Other,Hyderabad,Android,3.8,45.6,191.1,51,3.9,1766,Gaming,11649
U09314,32,Female,Pune,iOS,11.6,16.7,72.0,46,0.3,147,Gaming,866
U09319,57,Male,Bangalore,Android,1.2,29.8,210.1,102,3.0,547,Gaming,6430
U09320,38,Other,Pune,iOS,4.0,26.8,254.0,68,3.2,821,Gaming,5706
U09323,51,Female,Mumbai,Android,5.9,28.6,282.0,108,3.7,193,Gaming,1260
U09337,33,Other,Mumbai,iOS,10.9,16.5,197.8,56,2.5,1831,Gaming,5233
U09338,35,Other,Bangalore,iOS,1.1,32.4,200.7,139,3.0,1326,Gaming,2113
U09339,51,Male,Ahmedabad,Android,10.0,19.0,258.5,41,1.1,1382,Gaming,4458
U09340,29,Female,Jaipur,iOS,10.1,30.8,193.7,154,3.5,1740,Gaming,4472
U09348,57,Female,Pune,iOS,9.9,38.4,61.4,16,1.0,1047,Gaming,3934
U09351,26,Male,Pune,iOS,10.0,9.7,207.5,134,2.6,1734,Gaming,11159
U09359,54,Female,Hyderabad,Android,6.6,27.0,203.0,34,1.9,1609,Gaming,5315
U09363,50,Other,Ahmedabad,Android,2.6,17.7,255.4,103,4.6,1552,Gaming,9393
U09366,35,Male,Jaipur,iOS,9.7,7.1,295.7,104,3.3,1657,Gaming,9486
U09368,44,Other,Delhi,Android,5.0,30.5,94.5,11,4.4,574,Gaming,4489
U09372,52,Female,Jaipur,Android,6.5,46.0,55.8,155,2.7,118,Gaming,2639
U09375,38,Male,Bangalore,Android,3.3,34.8,29.6,172,2.8,1189,Gaming,10367
U09384,58,Female,Delhi,Android,7.1,9.4,169.4,55,0.9,1786,Gaming,3254
U09389,17,Other,Lucknow,iOS,4.8,40.4,118.9,48,1.0,1350,Gaming,7041
U09391,24,Male,Ahmedabad,iOS,11.1,24.0,206.9,65,4.0,673,Gaming,2001
U09398,39,Other,Bangalore,Android,3.5,4.8,231.0,75,3.2,1309,Gaming,8243
U09400,35,Other,Ahmedabad,iOS,7.8,12.9,161.2,177,2.4,1139,Gaming,1667
U09401,34,Female,Ahmedabad,Android,9.1,33.2,139.8,128,4.2,1906,Gaming,6674
U09403,52,Female,Kolkata,iOS,11.8,25.6,116.2,25,4.9,1397,Gaming,8580
U09405,16,Female,Hyderabad,iOS,4.1,28.8,165.4,37,1.8,1688,Gaming,2258
U09412,25,Female,Ahmedabad,iOS,8.4,14.2,284.8,159,4.7,1878,Gaming,5371
U09413,54,Other,Lucknow,Android,8.2,17.1,42.4,170,5.0,291,Gaming,3502
U09417,60,Male,Ahmedabad,iOS,3.1,15.9,85.1,107,0.5,1958,Gaming,2236
U09435,57,Male,Hyderabad,iOS,11.2,13.0,93.8,183,2.6,1092,Gaming,1371
U09441,31,Female,Lucknow,Android,9.9,29.7,18.2,81,2.7,1084,Gaming,5176
U09443,51,Other,Mumbai,iOS,8.9,4.0,31.5,102,2.0,1707,Gaming,8103
U09449,35,Female,Bangalore,Android,8.6,24.2,206.2,137,4.3,1538,Gaming,4424
U09455,48,Male,Mumbai,Android,8.1,28.0,169.3,92,3.9,107,Gaming,5762
U09466,40,Female,Jaipur,iOS,2.9,38.5,205.6,13,4.9,1514,Gaming,5593
U09470,34,Other,Ahmedabad,Android,9.2,8.7,297.6,46,0.0,1214,Gaming,3513
U09472,30,Male,Ahmedabad,iOS,10.8,30.6,102.2,116,3.3,1688,Gaming,8978
U09473,50,Male,Pune,iOS,3.9,6.4,64.6,86,3.8,1714,Gaming,4794
U09477,59,Other,Bangalore,iOS,6.5,27.6,9.6,170,2.1,191,Gaming,3789
U09479,48,Male,Ahmedabad,Android,8.2,49.9,228.0,59,2.2,1026,Gaming,3749
U09483,40,Female,Delhi,iOS,4.9,30.2,26.2,79,1.8,154,Gaming,7805
U09499,29,Female,Kolkata,iOS,1.3,13.0,295.8,172,1.3,1160,Gaming,7112
U09500,31,Female,Hyderabad,Android,5.4,45.7,254.9,38,0.2,923,Gaming,6884
U09506,57,Other,Bangalore,iOS,9.2,32.6,10.0,78,2.4,1185,Gaming,9109
U09509,45,Other,Bangalore,iOS,1.9,29.2,164.1,159,4.5,116,Gaming,3989
U09532,52,Female,Bangalore,Android,9.7,18.8,62.5,29,1.9,1853,Gaming,8971
U09537,32,Other,Jaipur,iOS,11.0,10.2,68.6,193,2.6,1407,Gaming,11173
U09540,20,Male,Chennai,iOS,3.8,15.9,204.6,168,0.2,140,Gaming,5486
U09549,24,Other,Hyderabad,iOS,11.1,30.9,290.0,53,2.9,180,Gaming,6943
U09550,21,Male,Hyderabad,iOS,9.6,16.4,115.0,44,1.7,425,Gaming,2594
U09553,24,Female,Mumbai,Android,8.8,16.9,178.5,168,0.0,690,Gaming,8142
U09558,40,Female,Bangalore,iOS,6.6,4.4,97.4,78,4.9,1488,Gaming,2387
U09564,40,Other,Lucknow,Android,5.6,17.0,196.1,82,4.2,1050,Gaming,3263
U09572,41,Male,Kolkata,iOS,8.4,44.1,195.3,23,3.8,1198,Gaming,7807
U09581,36,Other,Mumbai,Android,6.3,48.9,266.7,109,3.7,997,Gaming,10665
U09582,19,Male,Ahmedabad,iOS,7.2,48.0,79.0,175,4.9,1996,Gaming,6086
U09584,55,Other,Mumbai,Android,4.3,4.4,145.9,139,4.3,747,Gaming,1698
U09585,26,Female,Bangalore,Android,3.9,10.4,13.2,181,2.0,595,Gaming,4905
U09587,33,Male,Bangalore,Android,6.4,30.8,259.4,78,3.9,382,Gaming,8322
U09597,34,Male,Bangalore,Android,3.5,49.1,247.8,129,0.3,445,Gaming,8561
U09605,40,Male,Pune,iOS,9.9,39.2,53.2,82,4.5,1576,Gaming,3549
U09611,22,Female,Pune,iOS,6.1,19.5,211.1,160,2.8,1631,Gaming,4886
U09613,36,Other,Lucknow,iOS,11.7,49.7,47.7,192,3.7,1684,Gaming,4941
U09615,37,Other,Pune,Android,11.7,27.3,88.0,20,0.4,1292,Gaming,10542
U09619,59,Female,Lucknow,iOS,9.7,35.8,255.7,83,0.2,971,Gaming,2408
U09623,39,Female,Kolkata,iOS,2.5,32.9,233.7,26,2.4,1672,Gaming,11279
U09624,20,Other,Lucknow,iOS,10.3,24.9,184.9,64,1.9,280,Gaming,9942
U09627,39,Other,Jaipur,Android,1.9,29.9,184.7,121,1.5,1094,Gaming,11050
U09629,20,Male,Kolkata,iOS,5.1,9.4,201.3,67,3.7,1766,Gaming,10529
U09630,42,Male,Hyderabad,iOS,8.9,43.9,258.5,18,4.4,879,Gaming,9799
U09638,30,Female,Kolkata,Android,2.9,7.6,29.7,35,3.8,429,Gaming,3059
U09643,39,Male,Jaipur,iOS,11.6,7.2,230.9,195,3.4,883,Gaming,9866
U09645,36,Other,Chennai,iOS,7.7,18.5,68.6,142,3.7,1156,Gaming,2018
U09653,15,Other,Ahmedabad,Android,8.7,14.1,205.4,38,1.2,1952,Gaming,6520
U09656,60,Male,Kolkata,iOS,7.7,11.3,290.9,104,1.5,614,Gaming,7664
U09660,47,Female,Bangalore,iOS,8.5,14.9,275.2,134,2.2,1938,Gaming,8834
U09663,16,Female,Delhi,iOS,4.8,21.4,190.8,143,1.7,1250,Gaming,3336
U09664,38,Female,Ahmedabad,iOS,3.6,47.8,185.3,29,0.4,784,Gaming,2125
U09667,29,Female,Pune,Android,3.5,45.9,117.2,97,3.7,1857,Gaming,2311
U09678,23,Other,Mumbai,Android,6.2,8.4,288.5,133,1.9,427,Gaming,4811
U09681,44,Female,Hyderabad,Android,9.3,21.1,286.0,188,1.2,902,Gaming,3354
U09683,20,Other,Delhi,iOS,7.9,28.6,191.0,184,2.0,1342,Gaming,9292
U09684,26,Female,Mumbai,Android,11.4,12.4,65.0,36,0.5,1946,Gaming,8010
U09692,26,Female,Hyderabad,Android,4.0,1.6,261.6,99,4.5,538,Gaming,6309
U09695,19,Male,Pune,Android,5.4,13.1,268.6,44,1.6,1312,Gaming,7019
U09708,49,Male,Lucknow,Android,7.7,29.2,292.3,97,2.4,648,Gaming,10142
U09709,28,Other,Pune,iOS,3.3,28.0,111.7,17,1.9,621,Gaming,9890
U09711,60,Male,Ahmedabad,Android,8.9,46.5,106.4,14,0.9,522,Gaming,5670
U09718,33,Male,Lucknow,Android,4.5,47.6,101.5,150,2.9,834,Gaming,1116
U09719,59,Other,Chennai,Android,8.1,37.0,153.2,197,4.4,1961,Gaming,6362
U09737,46,Male,Jaipur,Android,6.8,30.6,132.1,137,4.7,338,Gaming,1688
U09739,55,Male,Hyderabad,Android,7.1,47.3,171.3,196,0.2,881,Gaming,3866
U09741,46,Female,Lucknow,Android,3.4,29.4,190.8,51,0.4,1209,Gaming,2082
U09751,20,Other,Lucknow,Android,11.4,17.0,71.5,117,1.6,1435,Gaming,8732
U09764,25,Male,Delhi,Android,2.7,48.1,281.2,200,1.4,1443,Gaming,6623
U09768,59,Female,Mumbai,Android,3.4,4.2,292.6,49,1.0,426,Gaming,1393
U09771,50,Female,Chennai,iOS,9.9,43.9,240.8,188,3.0,1184,Gaming,3494
U09772,17,Other,Bangalore,iOS,6.4,5.2,171.7,32,0.0,452,Gaming,10183
U09775,58,Female,Kolkata,Android,9.5,40.7,150.9,192,1.6,1781,Gaming,4419
U09781,41,Male,Ahmedabad,Android,5.4,15.3,72.2,164,4.0,883,Gaming,3858
U09783,19,Male,Jaipur,Android,10.3,22.7,95.8,121,2.2,1880,Gaming,10198
U09786,43,Female,Kolkata,Android,10.0,22.4,6.7,121,5.0,934,Gaming,2376
U09789,52,Female,Mumbai,iOS,3.5,4.8,155.1,131,0.3,1802,Gaming,2149
U09790,35,Other,Pune,iOS,2.9,42.1,288.9,110,1.8,287,Gaming,4063
U09791,46,Other,Lucknow,iOS,8.4,30.2,183.5,30,3.0,299,Gaming,1004
U09792,22,Female,Bangalore,Android,4.7,23.2,157.9,116,3.3,1280,Gaming,4202
U09801,17,Female,Bangalore,Android,7.4,47.1,127.1,73,4.4,538,Gaming,1776
U09805,33,Male,Kolkata,iOS,10.7,10.0,82.6,85,4.7,1954,Gaming,6365
U09806,30,Other,Hyderabad,Android,9.9,46.1,222.7,171,0.1,398,Gaming,7668
U09816,51,Other,Delhi,Android,9.2,8.0,249.4,19,0.7,1151,Gaming,7655
U09819,23,Other,Hyderabad,Android,3.4,32.6,281.0,171,3.2,1001,Gaming,1897
U09821,49,Male,Jaipur,Android,10.0,41.5,68.5,10,0.4,519,Gaming,9709
U09822,28,Female,Bangalore,iOS,11.8,19.7,72.3,96,2.6,1131,Gaming,1913
U09825,21,Male,Mumbai,iOS,7.2,12.8,230.2,157,4.1,170,Gaming,613
U09828,56,Male,Lucknow,Android,5.4,10.5,200.6,169,1.1,562,Gaming,8660
U09829,51,Female,Delhi,Android,4.9,36.2,197.3,22,4.5,472,Gaming,7197
U09832,33,Other,Pune,Android,5.1,9.0,286.8,170,1.2,723,Gaming,1740
U09834,39,Other,Chennai,Android,10.4,26.8,277.0,35,0.6,190,Gaming,8906
U09841,31,Male,Pune,iOS,6.7,23.2,173.9,157,1.8,246,Gaming,6957
U09842,50,Other,Lucknow,iOS,10.3,1.1,132.8,182,3.0,751,Gaming,4250
U09844,30,Female,Hyderabad,iOS,2.8,23.7,120.4,99,1.2,1522,Gaming,4308
U09845,55,Other,Hyderabad,iOS,10.8,3.9,21.5,24,1.4,104,Gaming,6972
U09847,34,Female,Pune,Android,11.3,40.2,121.8,139,2.3,1990,Gaming,7285
U09849,26,Male,Jaipur,iOS,7.5,43.5,10.9,70,2.4,1606,Gaming,7511
U09859,25,Other,Jaipur,Android,6.5,15.0,96.4,70,0.7,991,Gaming,5260
U09860,50,Male,Chennai,Android,4.7,4.8,223.6,27,0.4,889,Gaming,5568
U09869,17,Female,Hyderabad,Android,6.8,14.9,259.7,195,2.1,1351,Gaming,2139
U09870,31,Female,Bangalore,Android,2.9,6.6,73.2,80,2.6,599,Gaming,2888
U09872,20,Female,Chennai,iOS,5.0,30.7,145.1,151,1.4,1331,Gaming,1819
U09895,54,Female,Delhi,Android,8.7,10.4,124.2,12,3.4,1454,Gaming,7033
U09900,33,Female,Lucknow,Android,2.1,39.8,216.3,164,0.7,866,Gaming,1805
U09904,30,Other,Kolkata,Android,7.3,36.8,262.4,184,0.4,1739,Gaming,7759
U09906,19,Female,Lucknow,iOS,2.9,23.3,41.6,51,4.3,758,Gaming,5652
U09909,31,Female,Bangalore,iOS,1.4,37.9,208.4,40,4.0,774,Gaming,6967
U09915,29,Female,Hyderabad,Android,9.1,44.0,34.9,35,2.4,765,Gaming,9105
U09916,20,Other,Pune,iOS,2.2,27.2,170.6,189,5.0,376,Gaming,761
U09923,49,Other,Mumbai,iOS,5.7,26.7,240.8,181,4.3,1738,Gaming,7854
U09925,25,Female,Hyderabad,Android,3.8,17.4,115.0,190,1.0,675,Gaming,3631
U09930,27,Male,Chennai,Android,1.9,30.0,204.7,72,4.7,858,Gaming,4727
U09939,58,Other,Kolkata,Android,10.8,4.7,25.2,182,2.5,752,Gaming,8221
U09946,56,Other,Kolkata,iOS,10.2,12.2,79.0,134,1.7,1591,Gaming,7012
U09948,40,Male,Pune,iOS,6.5,36.0,89.2,119,2.6,1609,Gaming,4857
U09949,38,Male,Lucknow,Android,8.3,47.6,264.1,110,2.5,447,Gaming,3688
U09964,22,Other,Chennai,iOS,9.7,40.1,141.0,130,1.6,983,Gaming,9348
U09973,42,Male,Chennai,Android,4.5,19.4,273.6,76,0.8,348,Gaming,3252
U09977,44,Other,Mumbai,iOS,4.0,2.3,131.8,158,0.4,1637,Gaming,8694
U09978,39,Female,Pune,Android,2.0,30.4,277.2,172,1.1,1628,Gaming,3355
U09980,35,Male,Pune,iOS,4.3,8.6,181.8,169,3.1,1141,Gaming,4140
U09992,18,Other,Ahmedabad,Android,10.9,32.1,153.6,198,4.3,1163,Gaming,1287
U09998,20,Other,Ahmedabad,Android,11.7,13.3,185.9,120,1.9,684,Gaming,3374
U10004,25,Male,Delhi,iOS,8.3,30.8,239.8,150,1.7,1801,Gaming,8892
U10009,46,Male,Chennai,iOS,2.7,40.1,111.0,161,2.9,267,Gaming,8491
U10011,41,Other,Kolkata,Android,11.5,2.6,179.9,85,3.5,436,Gaming,9588
U10015,16,Other,Ahmedabad,iOS,9.7,36.2,105.3,125,4.4,142,Gaming,6249
U10021,37,Female,Hyderabad,Android,5.2,6.8,102.9,81,1.4,1164,Gaming,7944
U10030,39,Female,Kolkata,iOS,10.2,49.8,285.1,200,0.6,1260,Gaming,2497
U10039,37,Female,Hyderabad,Android,7.9,43.4,24.3,173,4.7,1422,Gaming,8398
U10040,26,Other,Jaipur,iOS,8.8,31.7,42.6,192,0.8,1835,Gaming,4584
U10045,58,Male,Mumbai,iOS,4.1,33.6,106.8,126,2.9,762,Gaming,4140
U10049,26,Male,Ahmedabad,Android,3.2,17.4,95.0,107,3.0,1213,Gaming,5563
U10054,20,Female,Lucknow,iOS,6.9,6.9,169.1,100,4.6,1337,Gaming,3848
U10059,36,Male,Chennai,iOS,11.3,42.0,63.4,87,0.9,688,Gaming,10398
U10066,26,Other,Kolkata,Android,7.4,46.2,72.7,19,3.3,1031,Gaming,9606
U10069,23,Female,Delhi,iOS,2.9,18.7,227.0,126,4.8,1406,Gaming,9047
U10073,24,Male,Mumbai,iOS,10.4,33.3,28.8,135,3.5,1286,Gaming,6944
U10083,59,Male,Mumbai,iOS,10.0,32.7,108.1,154,4.9,710,Gaming,5139
U10086,24,Female,Kolkata,iOS,1.2,39.2,15.1,11,0.3,859,Gaming,6842
U10087,31,Other,Delhi,Android,8.8,14.1,261.4,100,0.9,377,Gaming,836
U10089,52,Male,Chennai,Android,10.8,19.2,29.7,158,1.5,1030,Gaming,9198
U10090,24,Other,Kolkata,Android,9.1,30.5,8.7,135,2.1,1341,Gaming,2048
U10098,41,Other,Ahmedabad,iOS,5.6,36.4,269.7,146,0.1,1058,Gaming,10169
U10099,17,Male,Kolkata,iOS,9.5,39.5,84.5,195,3.2,768,Gaming,4035
U10108,45,Female,Mumbai,Android,5.4,39.6,168.4,194,4.9,686,Gaming,5126
U10111,59,Male,Delhi,iOS,6.7,16.7,297.9,76,0.6,806,Gaming,4433
U10126,15,Other,Mumbai,Android,4.7,6.4,67.2,127,2.5,1560,Gaming,2677
U10136,18,Other,Jaipur,Android,11.2,30.7,130.0,34,4.4,1179,Gaming,4107
U10146,52,Female,Kolkata,iOS,4.2,46.9,197.4,53,2.1,1375,Gaming,11367
U10152,28,Other,Jaipur,iOS,3.6,16.6,158.0,33,3.9,652,Gaming,6302
U10162,31,Female,Bangalore,Android,5.2,42.7,12.2,77,2.7,1986,Gaming,6319
U10171,50,Male,Hyderabad,Android,6.4,18.1,137.3,49,4.2,1491,Gaming,6759
U10172,44,Other,Kolkata,Android,1.3,43.8,156.7,50,4.7,1126,Gaming,9742
U10175,59,Male,Pune,iOS,10.9,16.7,146.3,35,0.5,1269,Gaming,5281
U10176,46,Female,Kolkata,iOS,9.3,45.5,223.4,110,3.8,1511,Gaming,10447
U10179,54,Male,Mumbai,Android,8.8,25.6,293.7,130,3.4,1667,Gaming,10909
U10183,53,Male,Bangalore,Android,5.2,48.3,36.5,43,0.4,163,Gaming,8033
U10185,31,Other,Jaipur,Android,4.0,19.9,42.9,197,2.2,294,Gaming,3398
U10186,43,Female,Lucknow,Android,7.8,25.0,211.5,48,1.2,1346,Gaming,6599
U10187,27,Female,Kolkata,iOS,4.4,2.7,92.5,199,0.0,1029,Gaming,8843
U10188,53,Female,Hyderabad,iOS,5.7,12.3,93.1,119,0.3,1283,Gaming,9731
U10191,59,Female,Mumbai,Android,2.0,17.2,261.4,134,3.9,1123,Gaming,2895
U10192,27,Other,Chennai,iOS,11.3,14.9,58.1,18,3.5,681,Gaming,4241
U10194,35,Other,Ahmedabad,Android,5.5,7.7,32.6,77,1.8,228,Gaming,6992
U10199,57,Other,Mumbai,iOS,8.7,2.7,68.9,140,4.2,684,Gaming,4543
U10201,47,Other,Mumbai,Android,8.0,19.9,38.4,103,4.2,1142,Gaming,9745
U10209,19,Female,Bangalore,iOS,10.5,18.2,78.2,129,1.7,1269,Gaming,10049
U10211,52,Other,Delhi,iOS,7.4,4.1,193.1,13,2.8,1653,Gaming,10247
U10216,49,Female,Mumbai,Android,3.6,2.9,215.9,49,1.3,1018,Gaming,8737
U10225,32,Female,Kolkata,Android,8.0,42.2,252.6,44,1.5,289,Gaming,10139
U10244,47,Male,Pune,Android,9.5,45.2,291.4,64,3.1,1137,Gaming,1795
U10248,15,Male,Mumbai,Android,8.0,44.0,87.7,69,4.7,1490,Gaming,2709
U10260,42,Other,Ahmedabad,iOS,7.5,35.8,87.3,193,1.0,263,Gaming,8362
U10264,29,Other,Chennai,Android,7.1,12.6,19.4,31,3.4,1045,Gaming,10161
U10265,27,Male,Hyderabad,iOS,9.5,21.1,276.5,72,1.6,1347,Gaming,5568
U10269,42,Male,Chennai,Android,10.0,6.1,34.1,35,2.9,359,Gaming,581
U10274,15,Other,Delhi,iOS,2.3,30.1,110.5,38,4.1,1554,Gaming,10587
U10276,21,Other,Mumbai,Android,2.6,49.0,66.4,138,2.0,1278,Gaming,6161
U10282,32,Other,Chennai,Android,10.2,18.7,57.9,179,0.6,762,Gaming,3467
U10286,50,Female,Chennai,iOS,2.2,15.7,261.2,87,4.1,1093,Gaming,7230
U10287,55,Female,Lucknow,iOS,9.9,15.7,77.2,35,2.6,1486,Gaming,7317
U10288,24,Other,Kolkata,Android,5.1,31.8,271.0,50,0.3,1585,Gaming,7981
U10291,43,Other,Bangalore,iOS,2.3,20.7,127.3,126,2.4,1494,Gaming,4773
U10293,55,Female,Mumbai,iOS,11.7,12.3,97.6,34,2.7,523,Gaming,4855
U10295,56,Female,Bangalore,iOS,5.6,24.4,282.9,62,0.0,943,Gaming,4386
U10297,15,Other,Kolkata,iOS,10.4,16.8,191.7,153,3.0,1794,Gaming,8728
U10305,54,Other,Chennai,Android,11.5,18.2,263.1,63,0.6,1262,Gaming,9400
U10308,38,Male,Mumbai,iOS,10.3,1.5,243.6,34,4.3,1774,Gaming,5037
U10318,55,Other,Pune,Android,1.7,17.2,7.4,96,0.8,509,Gaming,5326
U10320,42,Other,Kolkata,iOS,3.1,38.3,180.6,108,3.9,554,Gaming,9875
U10328,17,Female,Bangalore,Android,2.0,18.0,12.9,114,2.9,1053,Gaming,4048
U10330,54,Female,Chennai,iOS,2.7,10.1,249.5,90,0.2,749,Gaming,8331
U10334,28,Male,Chennai,iOS,10.7,34.8,205.8,161,2.5,1888,Gaming,9720
U10335,28,Other,Mumbai,Android,9.3,11.0,21.5,116,3.6,1625,Gaming,4411
U10338,45,Female,Pune,iOS,3.0,37.0,119.1,103,1.5,1198,Gaming,9088
U10341,54,Female,Hyderabad,iOS,1.5,49.3,82.1,146,1.0,1878,Gaming,10583
U10342,30,Male,Kolkata,iOS,1.3,5.5,277.6,78,0.6,214,Gaming,2389
U10346,40,Female,Hyderabad,iOS,4.3,2.2,284.7,119,0.5,1353,Gaming,8181
U10350,36,Other,Kolkata,iOS,5.2,34.1,224.6,48,2.0,1513,Gaming,6885
U10352,46,Female,Chennai,iOS,5.9,43.4,280.5,184,2.9,1352,Gaming,2153
U10372,25,Female,Bangalore,Android,4.4,20.0,45.1,174,1.2,1733,Gaming,6245
U10378,59,Male,Lucknow,iOS,9.9,49.1,78.7,142,4.7,1470,Gaming,4950
U10379,32,Other,Ahmedabad,Android,10.8,13.5,279.1,29,4.0,172,Gaming,6681
U10395,43,Male,Hyderabad,Android,1.6,48.4,286.5,143,0.8,1733,Gaming,3949
U10402,30,Other,Mumbai,iOS,8.1,46.1,43.6,44,4.5,947,Gaming,5217
U10412,34,Other,Jaipur,Android,5.9,30.5,264.0,42,1.7,212,Gaming,3470
U10415,20,Female,Delhi,iOS,10.3,32.2,263.8,81,0.5,217,Gaming,5181
U10426,23,Female,Chennai,iOS,11.1,9.6,281.8,177,0.4,301,Gaming,669
U10438,27,Female,Kolkata,iOS,3.1,26.7,251.0,89,2.7,1063,Gaming,1529
U10452,37,Other,Chennai,Android,1.4,4.0,112.6,167,1.6,911,Gaming,1578
